qid,rouge-2-python,rouge-2-perl,rouge-L-python,rouge-L-perl,rouge-SU4-perl
553fa78b1d53b76422000007,0.0454545411157029,0.06251,0.10476484058415586,0.15151,0.03846
553fa78b1d53b76422000007,0.031249995019532045,0.11765,0.07984928830598421,0.2069,0.09388
553fa78b1d53b76422000007,0.0,0.06251,0.1059772414650476,0.18181,0.04946
553fa78b1d53b76422000007,0.0,0.02174,0.08029418915613834,0.10638,0.03384
553fa78b1d53b76422000007,0.0,0.02899,0.036072200543934146,0.0845,0.03553
553fa78b1d53b76422000007,0.044444440000000446,0.08955,0.10774043143327519,0.17391,0.05759
553fa78b1d53b76422000007,0.06557376549314739,0.09524,0.12475657254094817,0.16279,0.04959
553fa78b1d53b76422000007,0.0,0.03175,0.07011643770378073,0.15384,0.05586
553fa78b1d53b76422000007,0.1666666619791668,0.27397,0.3607094133690386,0.4,0.27273
5149199dd24251bc05000040,0.30434782350661627,0.29166,0.20105713421550736,0.32001,0.2388
5149199dd24251bc05000040,0.06451612436524488,0.09524,0.1363828630122102,0.15385,0.11732
5149199dd24251bc05000040,0.0,0.03125,0.03706992464567996,0.06061,0.02198
5149199dd24251bc05000040,0.03174602702947916,0.02985,0.08182527854591655,0.08696,0.02618
5149199dd24251bc05000040,0.037037033024691794,0.03571,0.07958420641721833,0.13793,0.05063
5149199dd24251bc05000040,0.14285713792244917,0.19444,0.1330035697069652,0.21622,0.20874
5149199dd24251bc05000040,0.14545454132892574,0.14035,0.13340737329635902,0.20339,0.12423
5149199dd24251bc05000040,0.0454545405191121,0.06383,0.14214280981493838,0.14583,0.06985
5149199dd24251bc05000040,0.027397255297430062,0.05263,0.18195642062264808,0.20513,0.06422
5149199dd24251bc05000040,0.024096380560314573,0.02247,0.17759159503735694,0.17583,0.06615
5149199dd24251bc05000040,0.11764705522491362,0.15385,0.1560786298823615,0.25926,0.12329
52bf1db603868f1b06000011,0.29411764346020763,0.34285,0.2777777777778772,0.43243,0.28421
52bf1db603868f1b06000011,0.025641023800131623,0.025,0.027761670421273366,0.09755,0.02609
52bf1db603868f1b06000011,0.05555555209876565,0.05555,0.11012023250268213,0.1579,0.08163
52bf1db603868f1b06000011,0.10526315548168672,0.10345,0.14075573549262274,0.23333,0.08537
52bf1db603868f1b06000011,0.0,0.0,0.02821999922158948,0.08889,0.02521
52bf1db603868f1b06000011,0.045454542479339034,0.04546,0.08465999766462401,0.2174,0.06557
52bf1db603868f1b06000011,0.04444444152098785,0.04445,0.08228269275739424,0.21277,0.072
52bf1db603868f1b06000011,0.0,0.0,0.0,0.16,0.05085
52bf1db603868f1b06000011,0.1666666632098766,0.16666,0.18353372083774067,0.26315,0.12245
52bf1db603868f1b06000011,0.16216215877282697,0.16216,0.21226874391440512,0.35897,0.16832
52bf1db603868f1b06000011,0.09999999768888894,0.16666,0.0772696282235094,0.22581,0.14706
52bf1db603868f1b06000011,0.0,0.04255,0.02821999922158948,0.12245,0.04581
52bf1db603868f1b06000011,0.0,0.0,0.14898479388249752,0.18182,0.07229
52bf1db603868f1b06000011,0.04761904453514759,0.09757,0.11980552242921239,0.23256,0.1062
52bf1db603868f1b06000011,0.0,0.08333,0.1311591634172839,0.30769,0.17742
52bf1db603868f1b06000011,0.0,0.0,0.0581196581197329,0.13043,0.07377
52bf1db603868f1b06000011,0.0,0.06061,0.04316986669938179,0.11428,0.04494
52bf1db603868f1b06000011,0.14999999680000006,0.15384,0.15449753952996806,0.29268,0.13085
52bf1db603868f1b06000011,0.10526315457063723,0.10811,0.10242463958069158,0.25641,0.09902
52bf1db603868f1b06000011,0.0,0.0,0.10468478889492801,0.21053,0.12195
52bf1db603868f1b06000011,0.0,0.0,0.02821999922158948,0.12766,0.056
52bf1db603868f1b06000011,0.0,0.0,0.05510367739727687,0.07408,0.01539
5709e4b2cf1c32585100001c,0.0,0.0,0.0,0.05264,0.0099
5709e4b2cf1c32585100001c,0.0,0.05555,0.0,0.10527,0.0198
5709e4b2cf1c32585100001c,0.0,0.0,0.0,0.04255,0.00782
5709e4b2cf1c32585100001c,0.0,0.07143,0.0,0.13334,0.02598
5709e4b2cf1c32585100001c,0.0,0.03029,0.0,0.05882,0.01046
5709e4b2cf1c32585100001c,0.0,0.04651,0.0,0.08889,0.01638
5709e4b2cf1c32585100001c,0.0,0.07143,0.0,0.13334,0.02598
5709e4b2cf1c32585100001c,0.0,0.0,0.0,0.0,0.0
56bc751eac7ad10019000013,0.07999999528800027,0.24,0.24450549450481474,0.42308,0.25
56bc751eac7ad10019000013,0.0,0.0,0.03298802877837557,0.09756,0.03739
56bc751eac7ad10019000013,0.09090908674586796,0.09303,0.1717729218287168,0.26667,0.12605
56bc751eac7ad10019000013,0.0,0.0,0.06657190239243539,0.09756,0.03739
56bc751eac7ad10019000013,0.08163264841316144,0.12245,0.24465642112634398,0.31372,0.11679
56bc751eac7ad10019000013,0.984126979128244,1.0,0.9841496252087595,1.0,1.0
56bc751eac7ad10019000013,0.0,0.04348,0.06944444444385185,0.16667,0.05468
56bc751eac7ad10019000013,0.051282048021039,0.10257,0.0989640863357688,0.2439,0.08412
56bc751eac7ad10019000013,0.12698412198538694,0.16129,0.30754675787741526,0.40625,0.21023
56bc751eac7ad10019000013,0.0,0.05883,0.03167641325523076,0.16667,0.05406
56bc751eac7ad10019000013,0.02857142512346981,0.02667,0.09258329855414849,0.13157,0.05682
56bc751eac7ad10019000013,0.0,0.0,0.06481229802760524,0.2,0.0673
56bc751eac7ad10019000013,0.04444444015802511,0.04445,0.10367152698945198,0.17021,0.048
56bc751eac7ad10019000013,0.051282048021039,0.05128,0.1319521151144654,0.19512,0.06542
56bc751eac7ad10019000013,0.0,0.0,0.06823966823918261,0.13333,0.05042
56bc751eac7ad10019000013,0.0,0.0,0.06335282651059139,0.11111,0.03244
56bc751eac7ad10019000013,0.0,0.0,0.09657341721266403,0.09677,0.02941
56bc751eac7ad10019000013,0.0,0.05883,0.03167641325523076,0.16667,0.05406
56bc751eac7ad10019000013,0.0,0.05883,0.0,0.11111,0.04325
56bc751eac7ad10019000013,0.11627906515684173,0.17391,0.24591953709268272,0.34042,0.20301
56bc751eac7ad10019000013,0.13999999572200014,0.19802,0.1734155116988005,0.29126,0.1843
54d4e03a3706e89528000001,0.2758620663436385,0.30303,0.1746832402568072,0.32353,0.26595
54d4e03a3706e89528000001,0.035714283526785844,0.06349,0.05769501101136113,0.09231,0.04469
54d4e03a3706e89528000001,0.16393442306906753,0.1791,0.13798535816857024,0.23188,0.18324
54d4e03a3706e89528000001,0.031249996411133227,0.02817,0.060108646623565645,0.08219,0.03941
54d4e03a3706e89528000001,0.2686567124883048,0.29334,0.2239045564284046,0.33766,0.26976
54d4e03a3706e89528000001,0.05479451613435952,0.04878,0.08350050455257299,0.16667,0.07204
54d4e03a3706e89528000001,0.0246913532449331,0.08696,0.08436590301532639,0.14894,0.09774
54d4e03a3706e89528000001,0.08108107660701266,0.14634,0.1046842051504205,0.14285,0.08899
54d4e03a3706e89528000001,0.0,0.02598,0.061655010180508285,0.10127,0.03167
54d4e03a3706e89528000001,0.2888888839283951,0.2653,0.3671185371998471,0.38,0.29225
54d4e03a3706e89528000001,0.2686567124883048,0.29334,0.2239045564284046,0.33766,0.26976
54d4e03a3706e89528000001,0.05479451613435952,0.05,0.08350050455257299,0.12195,0.05217
54d4e03a3706e89528000001,0.2921348265118041,0.2653,0.3691790191278955,0.38,0.29225
54d4e03a3706e89528000001,0.24137930772294885,0.24243,0.1746832402568072,0.29412,0.2234
54d4e03a3706e89528000001,0.03508771688519561,0.06349,0.057952221167419174,0.09231,0.04469
54d4e03a3706e89528000001,0.16393442306906753,0.1791,0.13798535816857024,0.23188,0.18324
54d4e03a3706e89528000001,0.04545454078627229,0.13245,0.1202013356636704,0.23529,0.12867
55072c803b8a5dc045000001,0.0,0.0,0.06289391407899432,0.06154,0.02235
55072c803b8a5dc045000001,0.0,0.03174,0.03220815752440624,0.09231,0.04469
55072c803b8a5dc045000001,0.03278688040849306,0.03077,0.08991777689826247,0.08955,0.04865
55072c803b8a5dc045000001,0.03703703206447256,0.06897,0.10606604450791085,0.13333,0.06098
55072c803b8a5dc045000001,0.7916666616753474,0.83019,0.7974522292987897,0.87273,0.83221
55072c803b8a5dc045000001,0.0,0.05797,0.11160145140721824,0.19718,0.11675
55072c803b8a5dc045000001,0.0,0.0,0.04109977324199503,0.03846,0.01429
55072c803b8a5dc045000001,0.04999999531250044,0.04545,0.0860095976368287,0.13043,0.05737
55072c803b8a5dc045000001,0.047619042800454016,0.04348,0.1708817498284258,0.20834,0.08594
53061af558348c0f52000002,0.29090908610909094,0.42105,0.3928425715450514,0.50847,0.39752
53061af558348c0f52000002,0.0,0.0,0.04730148883328033,0.12121,0.04819
53061af558348c0f52000002,0.03225805993756569,0.03175,0.08176302288874544,0.12308,0.05028
53061af558348c0f52000002,0.06557376588014006,0.09677,0.11180695051664777,0.1875,0.07955
56c1f01def6e394741000045,0.0,0.0,0.09932319592169944,0.12122,0.02409
56c1f01def6e394741000045,0.0,0.0,0.0,0.08,0.01695
56c1f01def6e394741000045,0.0,0.0,0.021424529064646623,0.08163,0.0229
56c1f01def6e394741000045,0.0,0.0,0.0,0.08333,0.01786
56c1f01def6e394741000045,0.07142856734693902,0.17647,0.15675675675685707,0.27778,0.1087
56c1f01def6e394741000045,0.0999999968000001,0.12245,0.14529914529922008,0.23529,0.10949
56c1f01def6e394741000045,0.06896551324613578,0.18182,0.09932319592169944,0.22857,0.1236
56c1f01def6e394741000045,0.15384614958579892,0.21428,0.232999472851958,0.33333,0.14865
56c1f01def6e394741000045,0.05263157562326891,0.13333,0.06597605755747904,0.21277,0.07999
56c1f01def6e394741000045,0.08695651720226867,0.24,0.13968911917101512,0.37037,0.15385
56c1f01def6e394741000045,0.0,0.0,0.0,0.08695,0.01887
56c1f01def6e394741000045,0.19047618575963732,0.25,0.31903253671172643,0.38462,0.17742
56c1f01def6e394741000045,0.06451612520291386,0.18182,0.13543599257895406,0.28571,0.1236
56c1f01def6e394741000045,0.0,0.0,0.14912280701754,0.16,0.0339
56c1f01def6e394741000045,0.2857142808163266,0.26666,0.7276119402978333,0.70588,0.48571
56c1f01def6e394741000045,0.14285713877551035,0.13333,0.3135135135136138,0.375,0.175
56c1f01def6e394741000045,0.13333332942222234,0.17647,0.2838089330025858,0.38889,0.22826
56c1f01def6e394741000045,0.0,0.04082,0.0779094378100111,0.19608,0.06569
56c1f01def6e394741000045,0.13793103048751498,0.12121,0.19864639184329563,0.28571,0.11236
56c1f01def6e394741000045,0.228571425044898,0.26315,0.26696353776298226,0.45,0.27885
56c1f01def6e394741000045,0.22222221728395072,0.28571,0.29417475728127335,0.43479,0.18868
56c1f01def6e394741000045,0.1290322542351718,0.17647,0.27087198515780375,0.38889,0.22826
56c1f01def6e394741000045,0.18181817719008275,0.2,0.2982456140350838,0.3125,0.1375
56c1f01def6e394741000045,0.05263157562326891,0.14634,0.10242463958069158,0.23256,0.09735
56c1f01def6e394741000045,0.03448275624256854,0.06452,0.08043184885294663,0.1875,0.08523
5313b049e3eabad021000013,0.08888888400987681,0.13043,0.2446989126894121,0.25,0.17187
5313b049e3eabad021000013,0.0,0.0274,0.07797156971465571,0.13334,0.0622
5313b049e3eabad021000013,0.0,0.0,0.07669649937634075,0.07547,0.02098
5313b049e3eabad021000013,0.07017543363496495,0.07143,0.2005300184931365,0.2069,0.12659
5313b049e3eabad021000013,0.018867920825917425,0.01769,0.10441098956145135,0.13913,0.05167
5313b049e3eabad021000013,0.0,0.04255,0.09805825242690437,0.20408,0.0687
5313b049e3eabad021000013,0.04878048316478331,0.04762,0.12426931325893402,0.13636,0.06035
5313b049e3eabad021000013,0.0,0.0,0.08277768742816874,0.13333,0.04202
5313b049e3eabad021000013,0.04545454061983523,0.04444,0.08213397633869442,0.0851,0.04
5313b049e3eabad021000013,0.0,0.0339,0.1561750695352549,0.19672,0.11976
5313b049e3eabad021000013,0.049999995450000424,0.04878,0.1654957064786722,0.18605,0.10619
5313b049e3eabad021000013,0.0,0.0,0.08253968253899191,0.08889,0.05042
5313b049e3eabad021000013,0.12307691827692328,0.1194,0.16319804974937843,0.2029,0.13089
5313b049e3eabad021000013,0.0,0.0,0.037709009903111046,0.1132,0.04196
5313b049e3eabad021000013,0.030769225969231526,0.03077,0.11132488080007391,0.1194,0.06486
5313b049e3eabad021000013,0.0,0.0,0.14814814814764815,0.14286,0.0329
5313b049e3eabad021000013,0.0,0.04878,0.04137392661918742,0.09302,0.02655
5313b049e3eabad021000013,0.0,0.0,0.08213397633869442,0.08695,0.04918
5313b049e3eabad021000013,0.0,0.0,0.12416653114259385,0.13333,0.03362
5313b049e3eabad021000013,0.030769225969231526,0.0303,0.11132488080007391,0.14706,0.06915
5313b049e3eabad021000013,0.07999999500800031,0.08,0.1917412484417084,0.19231,0.07857
5313b049e3eabad021000013,0.0,0.0,0.04042288557146532,0.04,0.01492
5313b049e3eabad021000013,0.08450703761158526,0.08108,0.1665182258352024,0.18421,0.10849
5313b049e3eabad021000013,0.0,0.04348,0.08253968253899191,0.125,0.04688
5313b049e3eabad021000013,0.0,0.0,0.11504474906479661,0.15687,0.05839
5313b049e3eabad021000013,0.03508771433671969,0.0339,0.13368667899531952,0.19672,0.08982
5313b049e3eabad021000013,0.0,0.0,0.19473542841733957,0.18868,0.10489
5313b049e3eabad021000013,0.08333332836805586,0.08163,0.3159811616948161,0.31373,0.18248
5313b049e3eabad021000013,0.0,0.0,0.12426931325893402,0.13636,0.05173
5313b049e3eabad021000013,0.055555551543210166,0.05263,0.12134767297943108,0.15,0.0577
5313b049e3eabad021000013,0.054054049875822095,0.05405,0.1223203026476393,0.15385,0.03961
5313b049e3eabad021000013,0.1632653011411913,0.19231,0.2726295997845167,0.2963,0.15753
5313b049e3eabad021000013,0.0,0.0,0.07669649937634075,0.07407,0.0274
5313b049e3eabad021000013,0.0,0.0,0.07769899131100311,0.1081,0.03158
5313b049e3eabad021000013,0.04166666170138949,0.04166,0.15799058084709233,0.16,0.06716
5313b049e3eabad021000013,0.04878048316478331,0.04651,0.1656924176788003,0.17778,0.08403
5313b049e3eabad021000013,0.0,0.0,0.13368667899531952,0.12121,0.02748
5313b049e3eabad021000013,0.0,0.0,0.15799058084709233,0.15385,0.04286
5313b049e3eabad021000013,0.0,0.0,0.06557958170866994,0.07317,0.02174
5313b049e3eabad021000013,0.06779660523987396,0.06557,0.18741008344234916,0.19048,0.09249
5313b049e3eabad021000013,0.03225805964620261,0.03175,0.14573133927959228,0.18461,0.10614
5313b049e3eabad021000013,0.037037032043896426,0.03571,0.10687057542161188,0.17242,0.06329
5313b049e3eabad021000013,0.0,0.0,0.08253968253899191,0.12766,0.04
5313b049e3eabad021000013,0.033333328422222946,0.03333,0.1561750695352549,0.19355,0.05882
5313b049e3eabad021000013,0.037735844058384434,0.03636,0.14535847243859112,0.17544,0.05806
5313b049e3eabad021000013,0.0,0.0,0.041042047531419025,0.1,0.01923
5313b049e3eabad021000013,0.054054049875822095,0.05,0.1223203026476393,0.14286,0.04546
5313b049e3eabad021000013,0.07999999500800031,0.07843,0.1917412484417084,0.18868,0.0979
5313b049e3eabad021000013,0.0,0.0,0.08274785323901569,0.13953,0.0531
53137541e3eabad021000010,0.4705882307266437,0.58824,0.5591501689998233,0.73684,0.53659
53137541e3eabad021000010,0.0,0.22222,0.18638338966616813,0.5,0.40909
53137541e3eabad021000010,0.11111110635802489,0.22222,0.27857142857073797,0.5,0.40909
53137541e3eabad021000010,0.11764705425605555,0.10526,0.27957508449958196,0.38095,0.19149
53137541e3eabad021000010,0.1052631530193908,0.2,0.2747252747245908,0.45455,0.36
53137541e3eabad021000010,0.11764705425605555,0.10526,0.27957508449958196,0.38095,0.23404
53137541e3eabad021000010,0.11111110635802489,0.23529,0.27857142857073797,0.52632,0.31707
53137541e3eabad021000010,0.0,0.22222,0.09157509157440759,0.4,0.29545
53137541e3eabad021000010,0.11111110635802489,0.11765,0.27857142857073797,0.42105,0.2439
53137541e3eabad021000010,0.0,0.09091,0.09157509157440759,0.25,0.21429
53137541e3eabad021000010,0.0,0.10526,0.18638338966616813,0.38095,0.23404
53137541e3eabad021000010,0.0,0.09524,0.18315018314949918,0.34783,0.18868
53137541e3eabad021000010,0.0,0.27273,0.08333333333283333,0.33333,0.30357
53137541e3eabad021000010,0.09999999505000023,0.18182,0.26832844574715664,0.41667,0.19643
53137541e3eabad021000010,0.11764705425605555,0.22222,0.27957508449958196,0.5,0.40909
53137541e3eabad021000010,0.0,0.0,0.092592592592,0.3,0.13636
53137541e3eabad021000010,0.039215682891195994,0.03704,0.12915964840275615,0.21428,0.0921
53137541e3eabad021000010,0.0,0.15789,0.12743472855375895,0.35,0.18269
53137541e3eabad021000010,0.039215682891195994,0.03704,0.12915964840275615,0.21428,0.0921
53137541e3eabad021000010,0.0,0.27586,0.11761965762194941,0.32258,0.27273
53137541e3eabad021000010,0.04761904375283478,0.18605,0.06771799628952918,0.22223,0.18488
515aa0abd24251bc050000a8,0.3777777745777778,0.3268,0.24757978564477615,0.35669,0.30069
515aa0abd24251bc050000a8,0.999999995,0.66273,0.9999999999995,0.67052,0.64887
515aa0abd24251bc050000a8,0.08421052264598354,0.15757,0.23368251410092805,0.26035,0.14737
515aa0abd24251bc050000a8,0.0,0.01361,0.08277768742816874,0.13245,0.07363
515aa0abd24251bc050000a8,0.0,0.04651,0.038849495655355434,0.10526,0.03543
515aa0abd24251bc050000a8,0.5454545414876033,0.43275,0.376723001318058,0.46857,0.41785
515aa0abd24251bc050000a8,0.07499999505000034,0.09967,0.23200594830281623,0.26885,0.17554
515aa0abd24251bc050000a8,0.050420163287903844,0.07583,0.1537828947361734,0.22326,0.12072
515aa0abd24251bc050000a8,0.1428571389587673,0.18935,0.22222222222172225,0.31214,0.2156
515aa0abd24251bc050000a8,0.061224485897542945,0.04679,0.1090188543288277,0.11429,0.06896
515aa0abd24251bc050000a8,0.03738317316796278,0.04325,0.11020735479382492,0.15873,0.0785
515aa0abd24251bc050000a8,0.0645161255359003,0.12904,0.07902833264422042,0.21384,0.14157
515aa0abd24251bc050000a8,0.06779660523987396,0.0663,0.25564954990057837,0.24865,0.11473
515aa0abd24251bc050000a8,0.10434782140491514,0.13397,0.2235025906729293,0.32864,0.20263
515aa0abd24251bc050000a8,0.0740740696296299,0.14359,0.096861372584426,0.1809,0.13982
515aa0abd24251bc050000a8,0.11363636066115711,0.18792,0.12940282020355404,0.24837,0.20609
56af9f130a360a5e45000015,0.0,0.0,0.030899507906057763,0.09302,0.0177
56af9f130a360a5e45000015,0.0,0.0,0.0,0.11111,0.02632
56af9f130a360a5e45000015,0.0,0.0,0.05990276121464493,0.09302,0.02655
56af9f130a360a5e45000015,0.0,0.0,0.0,0.0,0.0
56af9f130a360a5e45000015,0.0,0.0,0.3505237711516936,0.33333,0.13158
56af9f130a360a5e45000015,0.0952380905215422,0.09091,0.31903253671172643,0.33333,0.125
56af9f130a360a5e45000015,0.266666661688889,0.28571,0.4673650282024591,0.5,0.3125
56af9f130a360a5e45000015,0.0,0.0,0.0,0.0,0.0
56af9f130a360a5e45000015,0.0,0.0,0.12412177985884394,0.15385,0.0
56af9f130a360a5e45000015,0.0,0.0,0.1045045045046048,0.13333,0.04054
56af9f130a360a5e45000015,0.0,0.0,0.06381934216994063,0.13954,0.05309
56af9f130a360a5e45000015,0.0,0.0,0.027427564252511222,0.08333,0.02344
5718bbb37de986d80d00000b,0.999999995,1.0,0.9999999999995,1.0,1.0
5718bbb37de986d80d00000b,0.03773584484158111,0.12613,0.11431175971082795,0.24779,0.13312
5718bbb37de986d80d00000b,0.040816322832153605,0.11881,0.11104757305779245,0.23301,0.11946
5718bbb37de986d80d00000b,0.0,0.0367,0.04263020104139715,0.14415,0.06309
5718bbb37de986d80d00000b,0.0,0.06976,0.026427061310632344,0.11364,0.04435
532f062ad6d3ac6a34000027,0.11188810826348489,0.12987,0.08903759995429249,0.14103,0.09292
532f062ad6d3ac6a34000027,0.0,0.0,0.04462659117711488,0.07093,0.01965
532f062ad6d3ac6a34000027,0.025974021837578666,0.02439,0.08218424175056831,0.10843,0.06224
532f062ad6d3ac6a34000027,0.034482753940415486,0.0733,0.10337848637252903,0.14508,0.09236
532f062ad6d3ac6a34000027,0.6440677918784514,0.65642,0.6288578644947456,0.6802,0.65217
532f062ad6d3ac6a34000027,0.35211267248859357,0.33767,0.24870118987733353,0.3718,0.33628
532f062ad6d3ac6a34000027,0.0,0.0,0.04398248059877356,0.07947,0.02288
532f062ad6d3ac6a34000027,0.05291004802777123,0.07865,0.1393042006011498,0.14444,0.06489
532f062ad6d3ac6a34000027,0.04907975017049986,0.05747,0.1303177155952099,0.18181,0.10156
532f062ad6d3ac6a34000027,0.05298012843471808,0.06212,0.09092588272398267,0.13497,0.07189
532f062ad6d3ac6a34000027,0.05797101117307307,0.05333,0.07037196895820748,0.11842,0.06363
532f062ad6d3ac6a34000027,0.015384612675740122,0.01428,0.02590801901375721,0.05633,0.01463
532f062ad6d3ac6a34000027,0.026315785416378745,0.04908,0.07274070617909839,0.12121,0.05428
532f062ad6d3ac6a34000027,0.2048192725990711,0.21111,0.23301162438760678,0.2967,0.23962
52bf1b0a03868f1b06000009,0.14285713910714296,0.13793,0.19641577060942264,0.25807,0.14286
52bf1b0a03868f1b06000009,0.0,0.16667,0.2643274853795029,0.42857,0.19231
52bf1b0a03868f1b06000009,0.29629629245541844,0.42857,0.3100378594086792,0.6,0.36486
